nfd,'02-01-2021', 704, 41968, 11, 386, 560, 31766, 9816, 1953, 1953+ 2224 + 2723 + 2055 + 1717 + 1754 + 1855 + 2240 + 2916 + 2526 + 2530 + 2163 + 1080 + 1754 + 2587 + 225698,

